    0.585449638125510371E-02   -0.793540581352090123E-02   -0.217784040843298525E-02    0.264054821763011222E-02   -0.142406214935242303E-01   -0.125966428639223693E-01    0.520566199506689031E-02   -0.237185052045063571E-02    0.451875171787037306E-02   -0.228066499458350318E-02   -0.487133276989766290E-02    0.180111325979232806E+01    0.118171796798706064E+01    0.130298417806625366E+01    0.275366902351379395E+00    0.182105600833892822E+00    0.493039727210998535E+01    0.182114154100418091E+01    0.200080215930938721E+01   -0.115060448646545410E+01   -0.474674463272094727E+01   -0.451797723770141602E+01   -0.207889080047607422E+01    0.690429329872131348E+00    0.370960325002670288E+01    0.485776335000991821E+01    0.260886520147323608E+01    0.443031191825866699E+01    0.220011055469512939E+01   -0.489675462245941162E+01   -0.216928601264953613E+01    0.547265410423278809E+00    0.825938396723851054E+00    0.314746767044486386E+01   -0.116597919767600544E+02   -0.148072596472049174E+02
   -0.775933909511650199E-02    0.223188076195242509E-01   -0.118229617332531230E-01    0.944089547567727983E-03   -0.407995131288529933E-02    0.570444956712989892E-02   -0.105926232346753579E-01   -0.113208146096077655E-01   -0.337163332563363829E-02    0.160918729933996491E-02    0.257118228825561337E-02    0.174443274736404419E+01    0.282284268140792882E+01    0.202740179300308210E+01    0.456554889678955078E+00    0.277174025774002075E+01    0.392474830150604248E+01    0.653928220272064209E+00    0.306326150894165039E+00    0.425626039505004883E+00    0.415912151336669922E+01   -0.190038084983825684E+01   -0.265826642513275146E+01    0.171831798553466797E+01    0.239536464214324951E+00    0.128579020500183105E+01    0.141221463680267334E+01    0.412634313106536865E+00    0.570338964462280273E-01    0.303404033184051514E+01   -0.369411110877990723E+00    0.125747382640838623E+01    0.825938396723851054E+00    0.209945177156505292E+01   -0.924729325010392245E+01   -0.113467450216689762E+02
    0.362715411597491793E-04    0.806493916028330239E-02    0.645844898480163465E-02    0.128657134355421483E-01    0.246775203335047877E-02   -0.172351793958469557E-02    0.320934824243224170E-02   -0.135429583771617956E-01    0.211031954426630372E-02   -0.689709671343053028E-03    0.359082910046026806E-03    0.219613320827484149E+01    0.137220755815505990E+01    0.177575372457504299E+01    0.408937186002731323E+01    0.725442469120025635E+00    0.349616527557373047E+01    0.436886429786682129E+01    0.191211074590682983E+01    0.132672429084777832E+01    0.262716889381408691E+01   -0.460035502910614014E+01    0.294037342071533203E+01    0.135881888866424561E+01    0.197429686784744263E+01    0.362936854362487793E+00    0.401357114315032959E+01    0.298582732677459717E+01    0.408033251762390137E+01   -0.558422207832336426E+00   -0.263760507106781006E+01    0.493241488933563232E+01    0.825938396723851054E+00    0.536060864270377557E+01   -0.560119934066906211E+01   -0.109618079833728377E+02
    0.131311590232712667E-01   -0.609309700338371823E-02   -0.184792226048102764E-03   -0.559669088389682691E-02   -0.178167936670803329E-03   -0.121770749750460539E-01   -0.155387505128778969E-01   -0.271697714458341011E-02    0.174071811091494068E-02   -0.314716078663082079E-02   -0.384683369525760065E-02    0.223118824958801287E+01    0.254351302385330236E+01    0.213288372755050659E+01    0.320634067058563232E+01    0.305217325687408447E+01    0.474083840847015381E+01    0.421181589365005493E+01    0.156648457050323486E+01    0.325552165508270264E+01    0.399997830390930176E+01   -0.480245709419250488E+01    0.159351944923400879E+01    0.192143368721008301E+01    0.695000886917114258E+00    0.243785887956619263E+01    0.381916671991348267E+01    0.499455869197845459E+01    0.397438824176788330E+01    0.357481837272644043E+01    0.216130793094635010E+01    0.367304623126983643E+01    0.825938396723851054E+00    0.325128818305090217E+01   -0.763491786126728211E+01   -0.108862060443181843E+02
    0.577480910027361460E-02   -0.578568257111555795E-02    0.446861538831626586E-02    0.193757693006091358E-02    0.430894135288184543E-03    0.426731920560641242E-02    0.617648236787005089E-03    0.468979830170468404E-03    0.233857763108176204E-02   -0.474600535345075496E-02    0.366670433839999500E-03    0.154693949252963914E+01    0.213877041449102823E+01    0.116518715034940223E+01    0.232948822696906133E+01    0.239937993975257635E+01    0.201636399584016601E+01    0.133722387656966868E+01    0.258452909251055107E+01   -0.729555857678039210E+00   -0.486048261951951943E+00    0.475833263908783444E+00   -0.355637511238461101E+00    0.156550981873518302E+01    0.964962658248261551E+00    0.225916920707062552E+01    0.782456628424064271E+00    0.267468278775845780E+01   -0.251126455217273792E+01    0.374742926619120098E+01   -0.308046894414274064E+01   -0.134852964985401602E+01    0.825938396723851054E+00    0.593119272357370253E+01   -0.489087945847258876E+01   -0.108220721820462913E+02
   -0.302489329848185671E-02    0.490650270622836667E-02   -0.125955536158585350E-01   -0.949520121970408651E-02   -0.103403725054462825E-02    0.470041284591715680E-02   -0.164287140218100092E-01   -0.918866290806619190E-03    0.393347347538224295E-02   -0.319437025443107796E-02   -0.307227286390343601E-03    0.221341540108884471E+01    0.202045697096297339E+01    0.113494626708353996E+01    0.267617603685652972E+01    0.126783267362835317E+01    0.209433712693535812E+01    0.260534990760466423E+01    0.402922622037621636E+01   -0.125636611111394902E+01   -0.716003348185072497E+00    0.275057953654325171E+01    0.428478826885416453E+01    0.197813635613143068E+01    0.279916231079515243E+00    0.647301309189191709E+00    0.285863602476433343E+01    0.248512884978750748E+01   -0.254704362368439163E+01    0.227035968324273618E+01    0.275613146726976233E+01    0.107067907923348304E+01    0.825938396723851054E+00    0.397330066046436592E+01   -0.676812509073827151E+01   -0.107414257512026374E+02
    0.313433062204921970E-02    0.148129630853759409E-01   -0.789294354859748637E-02    0.262644154096278734E-02   -0.948026062079776466E-03    0.553515605696830448E-02    0.496129804092859672E-02   -0.244495950498802017E-02   -0.706820596206512216E-02   -0.386476281142336111E-02    0.512489245590472871E-02    0.111989426612854004E+01    0.241722072362899798E+01    0.107673209905624390E+01    0.428839772939682007E+01    0.118823587894439697E+01    0.251914381980895996E+01    0.565755963325500488E+00    0.942868590354919434E+00    0.156051993370056152E+01   -0.399569451808929443E+01    0.371054530143737793E+01   -0.323407053947448730E+01    0.182375359535217285E+01    0.953246057033538818E+00    0.167855888605117798E+01    0.332417488098144531E+01    0.340663224458694458E+01    0.209298312664031982E+01    0.173085391521453857E+01   -0.327962636947631836E+00   -0.269255042076110840E+01    0.825938396723851054E+00    0.225559979638303343E+01   -0.828040280068686485E+01   -0.105360025970698992E+02
    0.791224528062457397E-02    0.163751071511342161E-03    0.241247213011774895E-04    0.200309391683504154E-02    0.459394311290495239E-02    0.466459452736600610E-02    0.683714781393618409E-02    0.105456450189400641E-01    0.215727344790934712E-02   -0.151404412652596005E-02    0.142791787515648126E-02    0.881399607658386319E+00    0.190987017154693617E+01    0.135107185840606703E+01    0.482403427362442017E+01    0.193607300519943237E+01    0.348168313503265381E+01    0.334377735853195190E+01    0.103913426399230957E+01   -0.124043345451354980E+01    0.274316132068634033E+01    0.177359461784362793E+01    0.904462933540344238E+00    0.210929393768310547E+00    0.453545153141021729E+00    0.294017970561981201E+01    0.478134423494338989E+01    0.452744960784912109E+00    0.487878680229187012E+01    0.158503949642181396E+01    0.341455221176147461E+01   -0.273436307907104492E+00    0.825938396723851054E+00    0.618526763275409852E+01   -0.434986329809773675E+01   -0.105351309308518353E+02
    0.157492570369299756E-01   -0.109597760667725207E-01    0.674775068238204784E-02    0.104391515931524740E-01   -0.959513145412316248E-02    0.101460486094495650E-02    0.477255574677926120E-02   -0.460909735005898824E-02    0.267264977816239512E-03    0.192712042784819464E-02   -0.455784427428511819E-02    0.251045929193496731E+01    0.270792645215988159E+01    0.225926926136016881E+01    0.459046781063079834E+01    0.101846307516098022E+01    0.322325408458709717E+01    0.126752704381942749E+01    0.305946797132492065E+01    0.460213422775268555E+00   -0.162326097488403320E+00    0.408279299736022949E+01    0.177022814750671387E+00    0.868611216545104980E+00    0.418068915605545044E+01    0.344224601984024048E+01    0.186841487884521484E+00    0.753543972969055176E+00    0.148472189903259277E+01    0.368529260158538818E+01    0.261104822158813477E+01    0.287398040294647217E+01    0.825938396723851054E+00    0.324707697680705731E+01   -0.709727165457265219E+01   -0.103443486313797095E+02
   -0.165264360958872203E-02   -0.739144024545339545E-02   -0.116265585464816481E-02    0.142137244814648516E-02    0.529901024064471926E-02    0.104181987512141916E-01    0.109960918988072365E-01   -0.219642901996941475E-01    0.206256901017809469E-02    0.417182542702789969E-02    0.538597861502125748E-02    0.182002830454256892E+01    0.168708701493456781E+01    0.258591783857523660E+01    0.132432961535394544E+01    0.251701076461125117E+01    0.310024033210567440E+01    0.436220111907383590E+01    0.152033569812010527E+01    0.372107845804182702E+01   -0.168887565387552074E+01    0.212360230096878322E+01   -0.574807581564736658E+00    0.803848372024677293E+00    0.287326746622711474E-01    0.336171648953957947E+01    0.164422577373054857E+01    0.278764379306772092E+01    0.414855708653361077E+00   -0.177953406517669066E+01    0.125010567403383455E+01    0.361432492202253641E+01    0.825938396723851054E+00    0.119371006057965356E+01   -0.901838828426158656E+01   -0.102120983448412410E+02
